,code,update_time,last_price,prev_close_price,suspension,circular_market_val,total_market_val,wrt_maturity_date,wrt_end_trade,wrt_code,wrt_recovery_price,wrt_street_vol,wrt_issue_vol,wrt_street_ratio,wrt_delta,wrt_implied_volatility,wrt_premium,lot_size,net_profit,earning_per_share,outstanding_shares,net_asset_per_share,pe_ratio,pb_ratio,price_spread,name
1835,SZ.000635,2018-06-05 14:02:21,11.33,11.28,False,3433982530.66,3433982530.66,,,,,,,,,,,100,80015126.928,0.264,303087602,1.377065408,42.916,1.136,0.01,英力特
1836,SZ.000632,2018-06-05 14:02:36,6.65,6.53,False,3095477617.4,3095705140.5,,,,,,,,,,,100,33051889.47,0.071,465485356,-1.541967296,93.661,2.415,0.01,三木集团
1837,SZ.000631,2018-06-05 14:02:36,3.66,3.67,False,8903020154.880001,8903020154.880001,,,,,,,,,,,100,1089768587.264,0.448,2432519168,-1.632967296,8.169,1.374,0.01,顺发恒业
1839,SZ.000639,2018-06-05 14:02:27,14.79,14.69,False,5562545355.78,8145276289.799999,,,,,,,,,,,100,359075060.24,0.652,376101782,-1.384934592,22.684,2.052,0.01,西王食品
1841,SZ.000652,2018-06-05 14:02:36,3.84,3.82,False,5660786626.559999,5666203591.679999,,,,,,,,,,,100,312821656.624,0.212,1474163184,-1.744967296,18.113,1.505,0.01,泰达股份
1843,SZ.000636,2018-06-05 14:02:36,13.82,13.28,False,12098731479.460001,12372121594.02,,,,,,,,,,,100,335712416.625,0.375,875450903,0.848032704,36.853,2.687,0.01,风华高科
1844,SZ.000659,2018-06-05 14:02:36,3.01,2.97,False,3869964585.2,3869964585.2,,,,,,,,,,,100,93856283.96,0.073,1285702520,0.504,41.232,5.972,0.01,珠海中富
1845,SZ.000657,2018-06-05 14:02:33,11.14,11.11,False,2735657609.1400003,7003212956.96,,,,,,,,,,,100,161564248.648,0.257,245570701,0.723032704,43.346,2.22,0.01,中钨高新
1846,SZ.000667,2018-06-05 14:02:33,2.46,2.46,False,6248199094.26,6296597136.72,,,,,,,,,,,100,445369065.768,0.174,2539918331,-1.581967296,14.137,0.906,0.01,美好置业
1847,SZ.000663,2018-06-05 14:02:36,8.8,8.4,False,1733787844.8000002,3000700577.6000004,,,,,,,,,,,100,62059943.764,0.182,197021346,2.026032704,48.351,1.392,0.01,永安林业
1848,SZ.000650,2018-06-05 14:02:36,6.45,6.24,False,7985067879.0,7987293490.2,,,,,,,,,,,100,407413885.004,0.329,1237995020,-1.779967296,19.604,2.564,0.01,仁和药业
1849,SZ.000665,2018-06-05 14:02:36,10.25,10.1,False,6520641517.0,6521228842.0,,,,,,,,,,,100,336559029.992,0.529,636160148,0.795065408,19.376,1.092,0.01,湖北广电
1850,SZ.000668,2018-06-05 14:02:00,12.72,12.62,False,1865876358.96,1867828840.8000002,,,,,,,,,,,100,23201018.62,0.158,146688393,-0.091967296,80.506,3.026,0.01,荣丰控股
1852,SZ.000662,2018-06-05 14:02:33,9.24,9.0,False,2661020208.0,7769402671.8,,,,,,,,,,,100,576819289.27,0.686,287989200,-1.863934592,13.469,1.373,0.01,天夏智慧
1856,SZ.000672,2018-06-05 14:02:36,9.15,9.11,False,7444621819.650001,7444621819.650001,,,,,,,,,,,100,869759642.099,1.069,813619871,-1.335967296,8.559,3.092,0.01,上峰水泥
1857,SZ.000676,2018-06-05 14:02:36,13.14,12.77,False,4191259821.3,12689439675.480001,,,,,,,,,,,100,605500660.314,0.627,318969545,1.085032704,20.956,2.442,0.01,智度股份
1861,SZ.000688,2018-06-05 14:02:36,10.88,11.01,False,12373769534.720001,12373816536.320002,,,,,,,,,,,100,435585637.262,0.383,1137294994,2.008,28.407,5.418,0.01,建新矿业
1864,SZ.000680,2018-06-05 14:02:36,3.95,3.92,False,4174873235.3500004,4901111063.45,,,,,,,,,,,100,89336707.992,0.072,1056929933,-1.591967296,54.861,1.461,0.01,山推股份
1866,SZ.000685,2018-06-05 14:02:33,8.94,8.86,False,11203875377.519999,13187495477.939999,,,,,,,,,,,100,1011926386.786,0.686,1253229908,-0.370934592,13.032,1.087,0.01,中山公用
1869,SZ.000690,2018-06-05 14:02:36,8.04,8.03,False,16395130171.799997,17494138410.48,,,,,,,,,,,100,141432711.03,0.065,2039195295,-0.378967296,123.692,2.053,0.01,宝新能源
1870,SZ.000059,2018-06-05 14:02:36,7.66,7.59,False,12251703360.460001,12251729833.42,,,,,,,,,,,100,1708204629.516,1.068,1599439081,-0.782934592,7.172,0.981,0.01,华锦股份
1871,SZ.000062,2018-06-05 14:02:36,23.02,22.92,False,15353184326.94,16604712137.48,,,,,,,,,,,100,468855903.1,0.65,666949797,1.654032704,35.415,3.869,0.01,深圳华强
1872,SZ.000683,2018-06-05 14:02:33,2.92,2.86,False,8271798901.559999,11584145136.64,,,,,,,,,,,100,856909366.272,0.216,2832807843,-1.992967296,13.518,1.268,0.01,远兴能源
1873,SZ.000695,2018-06-05 14:02:36,9.74,9.48,False,2159565841.86,2163717029.86,,,,,,,,,,,100,28879180.07,0.13,221721339,1.531,74.923,6.361,0.01,滨海能源
1874,SZ.000698,2018-06-05 14:02:21,4.74,4.73,False,2049352309.92,3884498232.3,,,,,,,,,,,100,178654138.11,0.218,432352808,1.121032704,21.743,0.875,0.01,沈阳化工
1875,SZ.000687,2018-06-05 14:02:36,10.32,10.24,False,5446223394.0,7907177415.84,,,,,,,,,,,100,136383486.436,0.178,527734825,1.954,57.977,5.281,0.01,华讯方舟
1876,SZ.000701,2018-06-05 14:02:36,7.96,7.89,False,3008039041.92,3236639925.7599998,,,,,,,,,,,100,58958893.12,0.145,377894352,-0.790934592,54.896,1.02,0.01,厦门信达
1877,SZ.000686,2018-06-05 14:02:36,7.24,7.19,False,16944879104.6,16944879104.6,,,,,,,,,,,100,606177304.985,0.259,2340452915,-1.927934592,27.953,1.086,0.01,东北证券
1880,SZ.000700,2018-06-05 14:02:12,4.24,4.17,False,2956907740.2400002,3507237751.6000004,,,,,,,,,,,100,86853765.075,0.105,697383901,-1.233967296,40.38,1.385,0.01,模塑科技
1881,SZ.001696,2018-06-05 14:02:36,5.44,5.44,False,4852437840.0,6228946444.8,,,,,,,,,,,100,254195976.24,0.222,891992250,-0.956967296,24.504,1.629,0.01,宗申动力
1882,SZ.000702,2018-06-05 14:02:36,6.35,6.29,False,1693129557.6,1693129557.6,,,,,,,,,,,100,62925759.936,0.236,266634576,1.912,26.906,3.321,0.01,正虹科技
1883,SZ.000697,2018-06-05 14:02:36,17.81,17.75,False,8081701101.629999,9967901672.689999,,,,,,,,,,,100,50930884.459,0.091,453773223,-1.674967296,195.714,6.797,0.01,炼石有色
1884,SZ.000708,2018-06-05 14:02:36,10.01,9.96,False,4498578884.8,4498578884.8,,,,,,,,,,,100,420196928.8,0.935,449408480,0.575065408,10.705,1.092,0.01,大冶特钢
1886,SZ.000719,2018-06-05 14:02:27,7.32,7.23,False,4883520014.76,7489851442.68,,,,,,,,,,,100,680430493.085,0.665,667147543,-1.492934592,11.007,1.031,0.01,中原传媒
1887,SZ.000718,2018-06-05 14:02:36,3.99,3.88,False,9133232257.59,12108199172.16,,,,,,,,,,,100,1377724918.336,0.454,2289030641,-1.534967296,8.788,1.445,0.01,苏宁环球
1888,SZ.000705,2018-06-05 14:02:06,7.18,7.13,False,2024246306.8999999,2399005193.48,,,,,,,,,,,100,64485794.198,0.193,281928455,-0.112967296,37.202,1.716,0.01,浙江震元
1890,SZ.000712,2018-06-05 14:02:30,13.03,12.98,False,11659376906.0,11674880000.0,,,,,,,,,,,100,158592000.0,0.177,894810200,-0.120967296,73.615,3.121,0.01,锦龙股份
1892,SZ.000758,2018-06-05 14:02:36,5.0,4.96,False,9845936780.0,9846892120.0,,,,,,,,,,,100,202845977.672,0.103,1969187356,-1.652967296,48.543,1.892,0.01,中色股份
1893,SZ.000400,2018-06-05 14:02:36,8.92,8.79,False,8992987284.52,8994279596.28,,,,,,,,,,,100,591888130.383,0.587,1008182431,-1.048934592,15.195,1.182,0.01,许继电气
1894,SZ.000716,2018-06-05 14:02:36,4.51,4.49,False,2653285352.08,3206675719.72,,,,,,,,,,,100,100253054.652,0.141,588311608,-0.631967296,31.985,1.231,0.01,黑芝麻
1896,SZ.000713,2018-06-05 14:02:36,6.04,6.03,False,1805210846.72,1805210846.72,,,,,,,,,,,100,32876356.48,0.11,298875968,0.226032704,54.909,1.335,0.01,丰乐种业
1900,SZ.000715,2018-06-05 14:02:24,7.95,7.94,False,2214596472.3,2218097700.0,,,,,,,,,,,100,85654842.0,0.307,278565594,0.329032704,25.895,1.719,0.01,中兴商业
1901,SZ.000717,2018-06-05 14:02:36,6.75,6.77,False,16331738636.25,16331789767.5,,,,,,,,,,,100,3205869843.25,1.325,2419516835,1.584,5.094,4.261,0.01,韶钢松山
1902,SZ.000739,2018-06-05 14:02:36,7.25,7.14,False,8314474471.25,8544295317.0,,,,,,,,,,,100,275774497.128,0.234,1146824065,-1.649967296,30.982,2.741,0.01,普洛药业
1906,SZ.000722,2018-06-05 14:02:30,7.25,7.26,False,3365147544.5,3365147544.5,,,,,,,,,,,100,79371066.222,0.171,464158282,1.745032704,42.397,1.2,0.01,湖南发展
1908,SZ.000778,2018-06-05 14:02:36,4.73,4.72,False,18546532311.56,18876863232.480003,,,,,,,,,,,100,1241163734.736,0.311,3921042772,0.679032704,15.209,0.95,0.01,新兴铸管
1909,SZ.000780,2018-06-05 14:02:30,4.16,4.16,False,4219514307.84,4219514307.84,,,,,,,,,,,100,502081630.38,0.495,1014306324,0.259032704,8.404,0.913,0.01,平庄能源
1911,SZ.000498,2018-06-05 14:02:36,5.27,5.23,False,2322489000.0,5903132862.009999,,,,,,,,,,,100,581352173.697,0.519,440700000,-0.684967296,10.154,1.459,0.01,山东路桥
1914,SZ.000735,2018-06-05 14:02:36,14.6,15.06,False,15470217159.0,16812098238.8,,,,,,,,,,,100,398423697.988,0.346,1059603915,-0.939967296,42.196,4.351,0.01,罗牛山
1917,SZ.000788,2018-06-05 14:02:33,8.03,7.92,False,4486958207.16,4785779022.75,,,,,,,,,,,100,41719119.75,0.07,558774372,2.001,114.714,4.012,0.01,北大医药
1918,SZ.000731,2018-06-05 14:02:36,6.47,6.48,False,3826903757.44,3826903757.44,,,,,,,,,,,100,170347493.376,0.288,591484352,0.226032704,22.465,1.431,0.01,四川美丰
1919,SZ.000828,2018-06-05 14:02:36,9.23,9.13,False,9594729375.66,9594741836.16,,,,,,,,,,,100,895024130.112,0.861,1039515642,1.354032704,10.72,1.633,0.01,东莞控股
1920,SZ.000800,2018-06-05 14:02:36,8.89,8.85,False,12550493753.42,14468475000.0,,,,,,,,,,,100,172515000.0,0.106,1411754078,0.628032704,83.867,1.805,0.01,一汽轿车
1925,SZ.000738,2018-06-05 14:02:36,14.49,14.2,False,16600357637.01,16600357637.01,,,,,,,,,,,100,239439250.941,0.209,1145642349,0.237032704,69.33,3.197,0.01,航发控制
1926,SZ.000751,2018-06-05 14:02:36,3.92,3.89,False,5526672285.68,5526687573.68,,,,,,,,,,,100,222759346.082,0.158,1409865379,1.717,24.81,2.283,0.01,锌业股份
1927,SZ.000753,2018-06-05 14:02:12,3.3,3.3,False,2917683598.5,3271887534.2999997,,,,,,,,,,,100,102122550.313,0.103,884146545,-2.084967296,32.038,1.493,0.01,漳州发展
1929,SZ.000838,2018-06-05 14:02:33,4.27,4.24,False,2698614465.3999996,4698973465.9,,,,,,,,,,,100,202485039.28,0.184,631994020,1.632,23.206,2.616,0.01,财信发展
1930,SZ.000757,2018-06-05 14:02:33,6.0,6.2,False,2709717600.0,2709726936.0,,,,,,,,,,,100,47420221.38,0.105,451619600,1.403,57.142,4.276,0.01,浩物股份
1932,SZ.000733,2018-06-05 14:02:33,13.75,13.38,False,6453455497.5,6453455497.5,,,,,,,,,,,100,203694522.612,0.434,469342218,0.435065408,31.682,1.523,0.01,振华科技
1935,SZ.000762,2018-06-05 14:02:36,12.34,12.33,False,5873237252.7,6426909421.6,,,,,,,,,,,100,39582262.24,0.076,475951155,-0.187967296,162.368,3.004,0.01,西藏矿业
1936,SZ.000750,2018-06-05 14:02:33,3.96,3.92,False,16693532844.119999,16693546209.119999,,,,,,,,,,,100,295087938.04,0.07,4215538597,-1.001967296,56.571,1.202,0.01,国海证券
1937,SZ.000777,2018-06-05 14:02:36,11.75,11.57,False,4505026974.25,4505156717.75,,,,,,,,,,,100,42175935.23,0.11,383406551,-1.004967296,106.818,3.571,0.01,中核科技
1938,SZ.000785,2018-06-05 14:02:36,9.31,9.22,False,2337682328.38,2338874008.38,,,,,,,,,,,100,405974263.968,1.616,251093698,0.487032704,5.761,1.946,0.01,武汉中商
1939,SZ.000797,2018-06-05 14:02:36,8.28,8.12,False,8276098894.559999,8343454939.2,,,,,,,,,,,100,225716655.36,0.224,999528852,0.500032704,36.964,1.726,0.01,中国武夷
1941,SZ.000799,2018-06-05 14:02:36,29.39,29.12,False,9549662722.2,9549662722.2,,,,,,,,,,,100,201455967.6,0.62,324928980,1.920032704,47.403,4.728,0.01,酒鬼酒
1943,SZ.000088,2018-06-05 14:02:36,7.45,7.35,False,14469390000.0,14469390000.0,,,,,,,,,,,100,380671200.0,0.196,1942200000,-1.041967296,38.01,2.29,0.01,盐田港
1946,SZ.000795,2018-06-05 14:02:36,5.14,5.09,False,3525269442.04,5827136289.42,,,,,,,,,,,100,105432621.579,0.093,685850086,1.845,55.268,2.785,0.01,英洛华
1949,SZ.000789,2018-06-05 14:02:36,11.78,11.61,False,7225260926.719999,7225432255.04,,,,,,,,,,,100,681447812.848,1.111,613349824,1.138032704,10.603,2.168,0.01,万年青
1950,SZ.000863,2018-06-05 14:02:33,4.37,4.42,False,4014052133.63,6038258835.78,,,,,,,,,,,100,100867939.362,0.073,918547399,0.272032704,59.863,0.956,0.01,三湘印象
1951,SZ.000836,2018-06-05 14:02:36,4.96,4.51,False,5993902233.76,5993937911.04,,,,,,,,,,,100,100301783.592,0.083,1208448031,1.477,59.759,3.358,0.01,鑫茂科技
1952,SZ.000823,2018-06-05 14:02:36,8.05,7.92,False,4322210121.6,4322576300.0,,,,,,,,,,,100,137463296.0,0.256,536920512,1.515032704,31.445,1.385,0.01,超声电子
1953,SZ.000791,2018-06-05 14:02:30,5.35,5.5,False,5195331232.5,5195525170.0,,,,,,,,,,,100,289395607.6,0.298,971089950,1.414032704,17.953,0.937,0.01,甘肃电投
1954,SZ.000818,2018-06-05 14:02:36,13.09,12.25,False,9036199460.75,9056218325.0,,,,,,,,,,,100,354223360.0,0.512,690313175,-0.500967296,25.566,3.45,0.01,航锦科技
1955,SZ.000888,2018-06-05 14:02:36,9.52,9.59,False,5016205591.04,5016212731.04,,,,,,,,,,,100,198646239.454,0.377,526912352,-0.174967296,25.251,2.31,0.01,峨眉山A
1957,SZ.000848,2018-06-05 14:02:36,11.53,11.27,False,11280437565.99,11282828253.84,,,,,,,,,,,100,435460413.96,0.445,978355383,-2.028967296,25.91,5.088,0.01,承德露露
1960,SZ.000829,2018-06-05 14:02:36,8.17,8.06,False,7793437069.22,8667753565.33,,,,,,,,,,,100,232342476.231,0.219,953909066,-1.539967296,37.305,2.965,0.01,天音控股
1961,SZ.000889,2018-06-05 14:02:30,13.62,13.39,False,8466787357.44,8469280825.32,,,,,,,,,,,100,248108887.614,0.399,621643712,0.090032704,34.135,3.106,0.01,茂业通信
1962,SZ.000802,2018-06-05 14:02:33,10.87,10.8,False,4186357501.95,7860643271.849999,,,,,,,,,,,100,318186112.2,0.44,385129485,-1.989934592,24.704,1.646,0.01,北京文化
1964,SZ.000886,2018-06-05 14:02:36,5.93,6.0,False,5724483681.639999,5863751819.0,,,,,,,,,,,100,73173294.2,0.074,965342948,-1.571967296,80.135,2.177,0.01,海南高速
1965,SZ.000798,2018-06-05 14:02:30,7.54,7.62,False,2408041649.26,2408690700.0,,,,,,,,,,,100,76988655.0,0.241,319368919,-2.081967296,31.286,3.407,0.01,中水渔业
1968,SZ.000790,2018-06-05 14:02:36,7.66,7.6,False,4291328141.96,4292110840.76,,,,,,,,,,,100,173701613.66,0.31,560225606,1.507,24.709,5.082,0.01,泰合健康
1969,SZ.000880,2018-06-05 14:02:36,9.04,9.0,False,1221620400.0,2495948520.0,,,,,,,,,,,100,37273567.5,0.135,135135000,0.582032704,66.962,1.853,0.01,潍柴重机
1970,SZ.000807,2018-06-05 14:02:36,6.43,6.46,False,14486830258.23,16761973464.71,,,,,,,,,,,100,435342079.099,0.167,2253006261,-0.552967296,38.502,1.718,0.01,云铝股份
1972,SZ.000089,2018-06-05 14:02:27,8.13,8.1,False,16672756108.170002,16672756108.170002,,,,,,,,,,,100,674703168.461,0.329,2050769509,1.228032704,24.711,1.472,0.01,深圳机场
1977,SZ.000811,2018-06-05 14:02:36,6.11,6.08,False,3695691819.9500003,3990160862.61,,,,,,,,,,,100,203752895.112,0.312,604859545,-0.133967296,19.583,1.468,0.01,冰轮环境
1978,SZ.000810,2018-06-05 14:02:36,8.19,7.92,False,7860924841.7699995,8762450533.199999,,,,,,,,,,,100,130527346.16,0.122,959819883,-1.688967296,67.131,3.142,0.01,创维数字
1979,SZ.000878,2018-06-05 14:02:33,10.74,10.7,False,15212049607.44,15212123112.0,,,,,,,,,,,100,277614164.8,0.196,1416391956,0.125032704,54.795,2.429,0.01,云南铜业
1980,SZ.000065,2018-06-05 14:02:33,8.67,8.68,False,5309275860.75,6671611904.7,,,,,,,,,,,100,499409011.09,0.649,612373225,0.534032704,13.359,1.795,0.01,北方国际
1981,SZ.000815,2018-06-05 14:02:21,10.77,10.71,False,3411936000.0,7487982886.95,,,,,,,,,,,100,44496834.24,0.064,316800000,-1.418967296,168.281,3.744,0.01,美利云
1982,SZ.000851,2018-06-05 14:02:36,5.42,5.28,False,4485649012.98,4919353879.14,,,,,,,,,,,100,184248863.001,0.203,827610519,-0.771967296,26.699,1.538,0.01,高鸿股份
1985,SZ.000821,2018-06-05 14:02:36,10.22,9.98,False,3528340341.82,5500764561.6,,,,,,,,,,,100,182461759.92,0.339,345238781,0.791032704,30.147,2.009,0.01,京山轻机
1986,SZ.000820,2018-06-05 14:02:33,11.34,11.13,False,3262029472.8,7226360817.48,,,,,,,,,,,100,208379187.594,0.327,287656920,1.59,34.678,7.132,0.01,神雾节能
1987,SZ.000822,2018-06-05 14:02:36,8.06,7.91,False,7214440923.56,7214440923.56,,,,,,,,,,,100,551376626.416,0.616,895091926,-0.970967296,13.084,2.424,0.01,山东海化
1989,SZ.000856,2018-06-05 14:02:33,15.54,15.38,False,3527580000.0,3527580000.0,,,,,,,,,,,100,13847000.0,0.061,227000000,1.299,254.754,11.963,0.01,冀东装备
1990,SZ.000881,2018-06-05 14:02:33,9.5,9.42,False,2926516800.0,10028180876.5,,,,,,,,,,,100,376848481.359,0.357,308054400,0.795032704,26.61,1.866,0.01,中广核技
1994,SZ.000850,2018-06-05 14:02:33,4.35,4.36,False,4103713827.1499996,4104942789.1499996,,,,,,,,,,,100,184958341.764,0.196,943382489,0.237032704,22.193,0.959,0.01,华茂股份
1996,SZ.000861,2018-06-05 14:02:33,2.65,2.63,False,4961117096.349999,5962179779.3,,,,,,,,,,,100,229487674.524,0.102,1872119659,1.452,25.98,1.825,0.01,海印股份
1997,SZ.000860,2018-06-05 14:02:36,34.12,33.89,False,19468530527.039997,19468530527.039997,,,,,,,,,,,100,616237191.36,1.08,570589992,-1.589901888,31.592,3.02,0.01,顺鑫农业
1998,SZ.000833,2018-06-05 14:02:33,5.98,6.0,False,2260956953.06,3997043068.9800005,,,,,,,,,,,100,100260277.65,0.15,378086447,-0.213967296,39.866,1.465,0.01,贵糖股份
1999,SZ.000859,2018-06-05 14:02:33,3.27,3.27,False,2417551809.6,2418000617.1,,,,,,,,,,,100,55458729.75,0.075,739312480,1.992,43.6,1.641,0.01,国风塑业
2000,SZ.000852,2018-06-05 14:02:39,8.2,8.13,False,4904893058.0,4904893058.0,,,,,,,,,,,100,32300515.26,0.054,598157690,-1.493967296,151.851,2.927,0.01,石化机械
2003,SZ.000078,2018-06-05 14:02:39,5.55,5.51,False,10304433512.85,14688703576.35,,,,,,,,,,,100,696059286.591,0.263,1856654687,2.141,21.102,2.592,0.01,海王生物
2004,SZ.000877,2018-06-05 14:02:36,7.88,7.81,False,6935147804.12,8263936916.92,,,,,,,,,,,100,381735157.076,0.364,880094899,-1.617934592,21.648,1.13,0.01,天山股份
2005,SZ.000892,2018-06-05 14:02:39,5.68,5.55,False,2937090267.7599998,5571969086.639999,,,,,,,,,,,100,459098861.364,0.468,517093357,-1.105967296,12.136,1.781,0.01,欢瑞世纪
2006,SZ.000890,2018-06-05 14:02:27,6.0,5.94,False,2277743112.0,2277849600.0,,,,,,,,,,,100,141226675.2,0.372,379623852,-1.863967296,16.129,2.468,0.01,法尔胜
2007,SZ.000900,2018-06-05 14:02:39,4.69,4.64,False,7113393950.320001,7118614886.460001,,,,,,,,,,,100,941053567.08,0.62,1516715128,1.489032704,7.564,0.81,0.01,现代投资
2008,SZ.000908,2018-06-05 14:02:39,5.6,5.49,False,4295715692.8,4926736365.599999,,,,,,,,,,,100,144282993.564,0.164,767092088,-1.567967296,34.146,2.053,0.01,景峰医药
2009,SZ.000928,2018-06-05 14:02:39,4.57,4.56,False,3396233266.48,5742949644.940001,,,,,,,,,,,100,408415456.15,0.325,743158264,-0.594967296,14.061,1.235,0.01,中钢国际
2010,SZ.000885,2018-06-05 14:02:39,12.36,12.26,False,6135281309.88,6135281309.88,,,,,,,,,,,100,731170660.959,1.473,496381983,-0.276967296,8.391,3.076,0.01,同力水泥
2012,SZ.000901,2018-06-05 14:02:39,12.2,12.11,False,6917477348.0,7493126759.599999,,,,,,,,,,,100,138192911.55,0.225,567006340,0.641065408,54.222,1.321,0.01,航天科技
2013,SZ.000902,2018-06-05 14:02:39,9.09,9.06,False,10617697424.07,11858171246.1,,,,,,,,,,,100,737059048.85,0.565,1168063523,0.275032704,16.088,1.989,0.01,新洋丰
2014,SZ.000903,2018-06-05 14:02:33,2.86,2.85,False,4978435576.4,5636490451.0199995,,,,,,,,,,,100,271970518.266,0.138,1740711740,-1.472967296,20.724,1.013,0.01,云内动力
2016,SZ.000905,2018-06-05 14:02:39,9.39,9.26,False,4986090000.0,4986090000.0,,,,,,,,,,,100,99297000.0,0.187,531000000,0.763032704,50.213,1.856,0.01,厦门港务
2017,SZ.000909,2018-06-05 14:02:30,8.98,8.93,False,2792798193.48,2804925126.7200003,,,,,,,,,,,100,31235246.4,0.1,311002026,-0.968967296,89.8,2.699,0.01,数源科技
2018,SZ.000913,2018-06-05 14:02:36,15.02,15.0,False,6812110720.0,6812110720.0,,,,,,,,,,,100,81182944.0,0.179,453536000,1.217032704,83.91,2.724,0.01,钱江摩托
2020,SZ.000915,2018-06-05 14:02:39,22.73,22.04,False,5305919747.61,5326354654.05,,,,,,,,,,,100,230582181.24,0.984,233432457,-1.804934592,23.099,3.35,0.01,山大华特
2021,SZ.000925,2018-06-05 14:02:39,10.75,10.7,False,3283127249.5,4223951629.75,,,,,,,,,,,100,77013443.668,0.196,305407186,1.566032704,54.846,1.834,0.01,众合科技
2022,SZ.000920,2018-06-05 14:02:36,7.36,7.32,False,3105131192.0,3105920000.0,,,,,,,,,,,100,92418000.0,0.219,421892825,1.991,33.607,3.696,0.01,南方汇通
2023,SZ.000926,2018-06-05 14:02:39,7.85,7.85,False,7444535151.95,7626451420.9,,,,,,,,,,,100,792762338.784,0.816,948348427,-2.140901888,9.62,0.73,0.01,福星股份
2025,SZ.000835,2018-06-05 14:02:30,6.69,6.73,False,2026367550.0,2186026902.06,,,,,,,,,,,100,87898540.606,0.269,302895000,1.412,24.869,4.737,0.01,长城动漫
2026,SZ.000910,2018-06-05 14:02:39,20.27,20.25,False,10717963679.75,11255322900.0,,,,,,,,,,,100,675763590.0,1.217,528759925,2.122032704,16.655,3.158,0.01,大亚圣象
2027,SZ.000906,2018-06-05 14:02:33,7.78,7.75,False,3343747076.76,4063430235.1200004,,,,,,,,,,,100,185413590.42,0.355,429787542,-0.565967296,21.915,2.086,0.01,浙商中拓
2028,SZ.000930,2018-06-05 14:02:39,10.43,10.19,False,10058807929.449999,10058807929.449999,,,,,,,,,,,100,214099267.53,0.222,964411115,1.926,46.981,5.415,0.01,中粮生化
2029,SZ.000931,2018-06-05 14:02:39,6.02,5.97,False,4227167088.4799995,4533824431.639999,,,,,,,,,,,100,53472015.722,0.071,702187224,2.127,84.788,2.83,0.01,中关村
2030,SZ.000923,2018-06-05 14:02:36,16.56,16.36,False,3278879999.9999995,10809191594.16,,,,,,,,,,,100,313309901.28,0.48,198000000,1.475065408,34.5,1.645,0.01,河北宣工
2031,SZ.000918,2018-06-05 14:02:39,6.06,5.98,False,10933400490.0,10933400490.0,,,,,,,,,,,100,2258847758.0,1.252,1804191500,-1.540967296,4.84,2.2,0.01,嘉凯城
2032,SZ.000090,2018-06-05 14:02:36,8.8,8.73,False,6807170136.8,10540512708.0,,,,,,,,,,,100,401258154.225,0.335,773542061,1.138032704,26.268,1.619,0.01,天健集团
2035,SZ.000936,2018-06-05 14:02:39,7.52,7.39,False,5623810485.28,6662816910.24,,,,,,,,,,,100,189606757.818,0.214,747847139,0.823032704,35.14,1.469,0.01,华西股份
2036,SZ.000935,2018-06-05 14:02:39,18.59,18.37,False,14192355790.47,14192355790.47,,,,,,,,,,,100,306139573.533,0.401,763440333,-0.340967296,46.359,4.701,0.01,四川双马
2037,SZ.000933,2018-06-05 14:02:39,5.6,5.6,False,10642624440.0,10642800000.0,,,,,,,,,,,100,144438000.0,0.076,1900468650,-1.149967296,73.684,1.78,0.01,神火股份
2038,SZ.000937,2018-06-05 14:02:33,4.49,4.47,False,13050633290.58,15865625356.5,,,,,,,,,,,100,1067131148.7,0.302,2906599842,1.291032704,14.867,0.803,0.01,冀中能源
2040,SZ.000948,2018-06-05 14:02:39,10.89,10.71,False,2684219972.94,2685539840.94,,,,,,,,,,,100,14303150.668,0.058,246484846,1.395032704,187.758,1.913,0.01,南天信息
2043,SZ.000952,2018-06-05 14:02:39,16.35,15.74,False,4115217223.05,4115385137.55,,,,,,,,,,,100,167635871.658,0.666,251695243,-0.940967296,24.549,4.874,0.01,广济药业
2044,SZ.000919,2018-06-05 14:02:39,8.42,8.32,False,4236824292.86,4243680000.0,,,,,,,,,,,100,141120000.0,0.28,503185783,0.931032704,30.071,1.611,0.01,金陵药业
2045,SZ.000951,2018-06-05 14:02:39,13.58,13.52,False,9110854048.8,9113277264.0,,,,,,,,,,,100,923407180.8,1.376,670902360,0.095065408,9.869,1.563,0.01,中国重汽
2046,SZ.000955,2018-06-05 14:02:39,5.42,5.35,False,2918080575.0,2918100900.0,,,,,,,,,,,100,33918885.0,0.063,538391250,1.327,86.031,4.084,0.01,欣龙控股
2048,SZ.000958,2018-06-05 14:02:39,4.12,4.1,False,2745759176.2400002,4541365691.12,,,,,,,,,,,100,98102317.114,0.089,666446402,-1.992967296,46.292,1.789,0.01,东方能源
2049,SZ.000957,2018-06-05 14:02:39,7.5,7.41,False,3577489995.0,4446779520.0,,,,,,,,,,,100,147040176.128,0.248,476998666,0.409032704,30.241,1.594,0.01,中通客车
2057,SZ.000965,2018-06-05 14:02:39,5.02,5.0,False,5571351092.9,5571351092.9,,,,,,,,,,,100,469458468.585,0.423,1109830895,0.531032704,11.867,1.04,0.01,天保基建
2058,SZ.000970,2018-06-05 14:02:39,10.93,10.77,False,11642636000.0,11642636000.0,,,,,,,,,,,100,251387200.0,0.236,1065200000,-0.216967296,46.313,2.68,0.01,中科三环
2059,SZ.000971,2018-06-05 14:02:39,4.78,4.73,False,2781967724.48,4883416906.08,,,,,,,,,,,100,133834229.016,0.131,582001616,-0.672967296,36.488,1.319,0.01,高升控股
