,code,update_time,last_price,prev_close_price,suspension,circular_market_val,total_market_val,wrt_maturity_date,wrt_end_trade,wrt_code,wrt_recovery_price,wrt_street_vol,wrt_issue_vol,wrt_street_ratio,wrt_delta,wrt_implied_volatility,wrt_premium,lot_size,net_profit,earning_per_share,outstanding_shares,net_asset_per_share,pe_ratio,pb_ratio,price_spread,name
831,SH.600986,2018-06-05 14:02:17,11.12,10.81,False,6105413682.16,10624447574.96,,,,,,,,,,,100,452876632.242,0.474,549047993,2.123032704,23.459,1.732,0.01,科达股份
832,SH.600410,2018-06-05 14:02:17,10.24,9.95,False,11201478481.92,11293087569.92,,,,,,,,,,,100,255859015.256,0.232,1093894383,0.119032704,44.137,2.319,0.01,华胜天成
833,SH.600985,2018-06-05 14:02:17,12.39,12.54,False,3256770278.1600003,3718936928.7000003,,,,,,,,,,,100,118561750.35,0.395,262854744,1.558032704,31.367,2.116,0.01,雷鸣科化
834,SH.600990,2018-06-05 14:02:17,49.7,48.44,False,6794091388.0,7911201767.0,,,,,,,,,,,100,141510228.79,0.889,136702040,0.261098112,55.905,3.78,0.01,四创电子
835,SH.600114,2018-06-05 14:02:08,10.29,10.19,False,6415797723.089999,6645225621.089999,,,,,,,,,,,100,318376698.853,0.493,623498321,-0.193967296,20.872,2.509,0.01,东睦股份
836,SH.600980,2018-06-05 14:02:17,13.14,13.03,False,1883302693.92,2000037823.2,,,,,,,,,,,100,43075396.04,0.283,143325928,-0.564967296,46.431,3.522,0.01,北矿科技
837,SH.600992,2018-06-05 14:02:14,8.99,8.89,False,2203359100.0,2203359100.0,,,,,,,,,,,100,22303190.0,0.091,245090000,1.333032704,98.791,1.597,0.01,贵绳股份
838,SH.600993,2018-06-05 14:02:17,19.68,19.41,False,8467049518.08,8483140574.88,,,,,,,,,,,100,301737723.7,0.7,430236256,0.947032704,28.114,3.754,0.01,马应龙
840,SH.600491,2018-06-05 14:02:17,7.78,7.73,False,7372328000.0,11901516889.9,,,,,,,,,,,100,703688659.3,0.46,947600000,0.560032704,16.913,1.602,0.01,龙元建设
841,SH.600963,2018-06-05 14:02:17,5.77,5.69,False,6019028283.959999,8064920263.959999,,,,,,,,,,,100,486411135.504,0.348,1043159148,1.435032704,16.58,1.006,0.01,岳阳林纸
843,SH.600483,2018-06-05 14:02:17,8.13,8.18,False,10230363735.990002,12616341916.62,,,,,,,,,,,100,855055891.274,0.551,1258347323,-1.680934592,14.754,1.176,0.01,福能股份
844,SH.600461,2018-06-05 14:02:17,6.63,6.54,False,3938220000.0,5235005733.75,,,,,,,,,,,100,311099888.25,0.394,594000000,-0.112967296,16.827,1.585,0.01,洪城水业
845,SH.600997,2018-06-05 14:02:17,5.62,5.51,False,6938676800.0,8923435162.62,,,,,,,,,,,100,622417541.592,0.392,1234640000,1.734032704,14.336,0.932,0.01,开滦股份
846,SH.600966,2018-06-05 14:02:17,4.71,4.63,False,6296536596.48,6296536596.48,,,,,,,,,,,100,863601410.048,0.646,1336844288,-0.424967296,7.291,1.217,0.01,博汇纸业
848,SH.600995,2018-06-05 14:02:05,8.22,8.17,False,3933487008.0000005,3933487008.0000005,,,,,,,,,,,100,249312254.4,0.521,478526400,-0.346967296,15.777,2.082,0.01,文山电力
849,SH.600420,2018-06-05 14:02:14,12.02,11.8,False,6917110984.08,13339404532.64,,,,,,,,,,,100,529359065.064,0.477,575466804,1.424032704,25.199,2.101,0.01,现代制药
851,SH.600143,2018-06-05 14:02:14,5.77,5.75,False,14771199999.999998,15675848215.22,,,,,,,,,,,100,605843007.278,0.223,2560000000,-0.578967296,25.874,1.552,0.01,金发科技
853,SH.600981,2018-06-05 14:02:08,4.97,4.93,False,1202017506.1299999,11144892964.24,,,,,,,,,,,100,701881589.096,0.313,241854629,-1.049967296,15.878,1.531,0.01,汇鸿集团
854,SH.600982,2018-06-05 14:02:17,3.56,3.56,False,2659070800.0,2659070800.0,,,,,,,,,,,100,79174580.0,0.106,746930000,-0.910967296,33.584,1.052,0.01,宁波热电
856,SH.600965,2018-06-05 14:01:35,10.31,10.29,False,5443713827.110001,8440806846.05,,,,,,,,,,,100,167833695.775,0.205,528003281,-1.985967296,50.292,4.465,0.01,福成股份
859,SH.600973,2018-06-05 14:02:14,4.35,4.3,False,3893429511.45,5316189448.95,,,,,,,,,,,100,89214213.741,0.073,895041267,-1.391967296,59.589,1.498,0.01,宝胜股份
860,SH.600987,2018-06-05 14:02:17,10.46,10.43,False,6645342600.000001,6645342600.000001,,,,,,,,,,,100,583214580.0,0.918,635310000,1.447032704,11.394,1.821,0.01,航民股份
861,SH.600971,2018-06-05 14:02:17,6.81,6.79,False,6810027716.7,6810027716.7,,,,,,,,,,,100,1021004155.47,1.021,1000004070,-1.414934592,6.669,0.949,0.01,恒源煤电
862,SH.600978,2018-06-05 14:02:17,8.18,8.23,False,12129876632.72,12129876632.72,,,,,,,,,,,100,777023882.096,0.524,1482870004,1.170032704,15.61,1.496,0.01,宜华生活
864,SH.600979,2018-06-05 14:02:05,4.61,4.63,False,3309482793.0600004,4369782793.06,,,,,,,,,,,100,276784506.632,0.292,717892146,-0.546967296,15.787,1.229,0.01,广安爱众
865,SH.600970,2018-06-05 14:02:14,7.46,7.4,False,12556751874.22,13086764142.88,,,,,,,,,,,100,1003435534.816,0.572,1683210707,0.119032704,13.041,1.69,0.01,中材国际
866,SH.601001,2018-06-05 14:02:17,5.18,5.18,False,8669766000.0,8669766000.0,,,,,,,,,,,100,706301400.0,0.422,1673700000,-0.858967296,12.274,1.507,0.01,大同煤业
872,SH.601588,2018-06-05 14:02:08,4.62,4.6,False,12289200000.0,15555632400.0,,,,,,,,,,,100,1023574080.0,0.304,2660000000,-0.363967296,15.197,1.175,0.01,北辰实业
873,SH.600017,2018-06-05 14:02:17,3.74,3.75,False,11502945541.12,11502945541.12,,,,,,,,,,,100,433667198.208,0.141,3075653888,-0.777967296,26.524,1.063,0.01,日照港
876,SH.601666,2018-06-05 14:02:14,4.26,4.27,False,10058562823.32,10058562823.32,,,,,,,,,,,100,1123914531.432,0.476,2361164982,0.898032704,8.949,0.82,0.01,平煤股份
881,SH.601002,2018-06-05 14:02:17,8.13,8.16,False,6444569700.000001,6444569700.000001,,,,,,,,,,,100,145854960.0,0.184,792690000,-1.151967296,44.184,2.586,0.01,晋亿实业
883,SH.601003,2018-06-05 14:02:17,6.85,6.81,False,17555133420.0,17555133420.0,,,,,,,,,,,100,3490524338.4,1.362,2562793200,-1.076967296,5.029,2.128,0.01,柳钢股份
884,SH.601005,2018-06-05 14:02:17,2.11,2.07,False,17682802391.37,18818250783.37,,,,,,,,,,,100,1266441521.914,0.142,8380475067,1.915,14.859,1.101,0.01,重庆钢铁
892,SH.601168,2018-06-05 14:02:17,6.92,6.84,False,16490360000.0,16490360000.0,,,,,,,,,,,100,557622000.0,0.234,2383000000,0.534032704,29.572,1.433,0.01,西部矿业
894,SH.600054,2018-06-05 14:02:17,13.22,13.14,False,6785826000.0,9879306000.0,,,,,,,,,,,100,445390800.0,0.596,513300000,1.272032704,22.181,2.374,0.01,黄山旅游
900,SH.600875,2018-06-05 14:02:17,8.5,8.42,False,16973653128.0,19863653128.0,,,,,,,,,,,100,733786715.552,0.314,1996900368,0.872065408,27.07,0.898,0.01,东方电气
903,SH.601918,2018-06-05 14:02:17,3.6,3.61,False,9325950480.0,9325950480.0,,,,,,,,,,,100,194290635.0,0.075,2590541800,2.007,48.0,1.793,0.01,新集能源
904,SH.601999,2018-06-05 14:02:11,6.6,6.56,False,3636037020.0,3636037020.0,,,,,,,,,,,100,169130812.9,0.307,550914700,-0.523967296,21.498,1.75,0.01,出版传媒
912,SH.601107,2018-06-05 14:02:08,3.82,3.79,False,8261666800.0,11681789200.0,,,,,,,,,,,100,1006101740.0,0.329,2162740000,0.379032704,11.61,0.817,0.01,四川成渝
919,SH.601139,2018-06-05 14:02:17,7.79,7.67,False,17014592463.69,17247778323.69,,,,,,,,,,,100,912205990.932,0.412,2184158211,-0.381967296,18.907,1.99,0.01,深圳燃气
921,SH.601801,2018-06-05 14:02:17,8.76,8.76,False,17425433496.12,17425433496.12,,,,,,,,,,,100,1149760337.986,0.578,1989204737,0.714032704,15.155,1.748,0.01,皖新传媒
923,SH.601179,2018-06-05 14:02:14,3.76,3.75,False,19273317643.52,19273317643.52,,,,,,,,,,,100,768882352.8,0.15,5125882352,-0.484967296,25.066,0.986,0.01,中国西电
925,SH.601678,2018-06-05 14:02:17,6.81,6.63,False,10517364000.0,10517364000.0,,,,,,,,,,,100,915829200.0,0.593,1544400000,-0.590967296,11.483,1.838,0.01,滨化股份
927,SH.601188,2018-06-05 14:02:17,3.73,3.68,False,4908227069.83,4908227069.83,,,,,,,,,,,100,360550728.454,0.274,1315878571,-1.184967296,13.613,1.199,0.01,龙江交通
928,SH.601518,2018-06-05 14:02:17,3.49,3.43,False,4234068000.0000005,4712878972.29,,,,,,,,,,,100,301138111.983,0.223,1213200000,-1.865967296,15.65,1.436,0.01,吉林高速
930,SH.601101,2018-06-05 14:02:14,6.66,6.65,False,7991988491.52,7991988491.52,,,,,,,,,,,100,584399158.464,0.487,1199998272,-2.118934592,13.675,1.029,0.01,昊华能源
931,SH.601369,2018-06-05 14:02:08,7.0,6.92,False,11471391631.0,11471391631.0,,,,,,,,,,,100,263842007.513,0.161,1638770233,-0.534967296,43.478,1.861,0.01,陕鼓动力
932,SH.601000,2018-06-05 14:02:14,3.09,3.1,False,17223184127.64,18311119417.26,,,,,,,,,,,100,1499259939.342,0.253,5573845996,-1.780967296,12.213,1.229,0.01,唐山港
933,SH.601718,2018-06-05 14:02:17,4.48,4.47,False,19674499729.920002,19674499729.920002,,,,,,,,,,,100,632394634.176,0.144,4391629404,0.024032704,31.111,1.037,0.01,际华集团
941,SH.601777,2018-06-05 14:02:14,5.72,5.72,False,7073542927.88,7475121247.88,,,,,,,,,,,100,176423316.165,0.135,1236633379,1.262032704,42.37,1.029,0.01,力帆股份
945,SH.601126,2018-06-05 14:02:17,5.86,5.78,False,4765187920.0,4765187920.0,,,,,,,,,,,100,239072568.0,0.294,813172000,0.539032704,19.931,1.212,0.01,四方股份
947,SH.601700,2018-06-05 14:02:05,4.04,3.98,False,4570985280.0,4578257280.0,,,,,,,,,,,100,116722896.0,0.103,1131432000,-1.653967296,39.223,1.529,0.01,风范股份
948,SH.601137,2018-06-05 14:02:17,9.15,9.1,False,5159946424.650001,5739060328.2,,,,,,,,,,,100,317373172.248,0.506,563928571,1.041032704,18.083,1.714,0.01,博威合金
949,SH.601519,2018-06-05 14:02:17,4.19,4.16,False,8328463000.000001,8328463000.000001,,,,,,,,,,,100,461146400.0,0.232,1987700000,0.681,18.06,6.152,0.01,大智慧
954,SH.601116,2018-06-05 14:02:17,20.35,20.39,False,8178525093.750001,8358941580.000001,,,,,,,,,,,100,106797288.0,0.26,401893125,-0.215967296,78.269,4.988,0.01,三江购物
955,SH.601011,2018-06-05 14:02:17,6.38,6.38,False,8724650000.0,10279140808.86,,,,,,,,,,,100,199782674.028,0.124,1367500000,-0.706967296,51.451,1.778,0.01,宝泰隆
956,SH.601199,2018-06-05 14:02:14,4.73,4.72,False,4423526626.75,4423526626.75,,,,,,,,,,,100,235672031.7,0.252,935206475,-1.464967296,18.769,1.671,0.01,江南水务
959,SH.601113,2018-06-05 14:02:08,14.42,14.43,False,9228800000.0,16061406349.94,,,,,,,,,,,100,83537134.275,0.075,640000000,-0.891967296,192.266,4.237,0.01,华鼎股份
961,SH.601208,2018-06-05 14:02:11,4.88,4.84,False,3057812880.0,3057812880.0,,,,,,,,,,,100,59527095.0,0.095,626601000,-0.578967296,51.368,1.313,0.01,东材科技
962,SH.601599,2018-06-05 14:02:17,5.04,4.94,False,4399559307.36,4506104756.16,,,,,,,,,,,100,304877325.764,0.341,872928434,-1.380967296,14.78,1.729,0.01,鹿港文化
963,SH.601566,2018-06-05 14:02:17,15.67,15.38,False,9004564140.5,9004564140.5,,,,,,,,,,,100,528091540.85,0.919,574637150,0.609065408,17.051,1.703,0.01,九牧王
964,SH.601311,2018-06-05 14:02:14,11.9,11.65,False,10095930845.0,10095930845.0,,,,,,,,,,,100,514128915.3,0.606,848397550,2.035032704,19.636,1.879,0.01,骆驼股份
965,SH.601010,2018-06-05 14:02:17,3.5,3.47,False,6468000000.0,6468000000.0,,,,,,,,,,,100,293832000.0,0.159,1848000000,-1.890967296,22.012,1.455,0.01,文峰股份
966,SH.601567,2018-06-05 14:02:02,8.65,8.61,False,12257676813.6,12342118546.1,,,,,,,,,,,100,893198405.764,0.626,1417072464,1.071032704,13.817,1.612,0.01,三星医疗
967,SH.601058,2018-06-05 14:02:17,2.77,2.77,False,6354206082.78,7483046202.71,,,,,,,,,,,100,499770233.755,0.185,2293937214,-2.083967296,14.972,1.252,0.01,赛轮金宇
969,SH.601222,2018-06-05 14:02:17,5.26,5.41,False,9199032103.94,9287538967.94,,,,,,,,,,,100,699213960.324,0.396,1748865419,0.705032704,13.282,1.052,0.01,林洋能源
971,SH.601636,2018-06-05 14:02:17,4.85,4.85,False,12499156887.5,13053313958.999998,,,,,,,,,,,100,1219206437.82,0.453,2577145750,-1.522967296,10.706,1.749,0.01,旗滨集团
972,SH.601789,2018-06-05 14:02:11,4.22,4.18,False,4119057599.9999995,4119057599.9999995,,,,,,,,,,,100,226450560.0,0.232,976080000,-1.579967296,18.189,1.554,0.01,宁波建工
973,SH.601886,2018-06-05 14:02:17,8.44,8.44,False,9740182000.0,9740182000.0,,,,,,,,,,,100,482392900.0,0.418,1154050000,1.747032704,20.191,1.396,0.01,江河集团
974,SH.601908,2018-06-05 14:02:11,4.69,4.69,False,9347253017.69,9357946217.69,,,,,,,,,,,100,544716272.373,0.273,1993017701,-0.926967296,17.179,1.392,0.01,京运通
975,SH.601677,2018-06-05 14:02:14,10.78,10.91,False,5367718602.4,6360031131.299999,,,,,,,,,,,100,409449128.49,0.694,497933080,0.923065408,15.533,1.133,0.01,明泰铝业
977,SH.601996,2018-06-05 14:02:17,4.1,4.05,False,3874434399.9999995,3928554399.9999995,,,,,,,,,,,100,126480288.0,0.132,944984000,1.991,31.06,2.059,0.01,丰林集团
979,SH.601100,2018-06-05 14:02:17,31.71,31.05,False,19977300000.0,19977300000.0,,,,,,,,,,,100,479430000.0,0.761,630000000,2.059032704,41.668,4.99,0.01,恒立液压
980,SH.601028,2018-06-05 14:02:17,6.02,6.02,False,4713815075.2,4713815075.2,,,,,,,,,,,100,82217704.8,0.105,783025760,-1.703967296,57.333,2.323,0.01,玉龙股份
981,SH.601928,2018-06-05 14:02:02,6.7,6.66,False,17050830000.0,17050830000.0,,,,,,,,,,,100,1140115200.0,0.448,2544900000,0.660032704,14.955,1.352,0.01,凤凰传媒
985,SH.601515,2018-06-05 14:02:17,9.06,9.13,False,10074720000.0,10074720000.0,,,,,,,,,,,100,658304000.0,0.592,1112000000,-0.722967296,15.304,2.536,0.01,东风股份
987,SH.601929,2018-06-05 14:02:14,2.61,2.59,False,8119191111.12,8119191111.12,,,,,,,,,,,100,351520534.696,0.113,3110801192,2.093,23.097,1.247,0.01,吉视传媒
991,SH.601388,2018-06-05 14:02:14,3.0,2.99,False,6076200000.0,6076200000.0,,,,,,,,,,,100,295708400.0,0.146,2025400000,1.261,20.547,2.379,0.01,怡球资源
992,SH.603001,2018-06-05 14:02:17,14.94,14.85,False,5990641200.0,5990641200.0,,,,,,,,,,,100,231766440.0,0.578,400980000,1.884065408,25.847,1.426,0.01,奥康国际
993,SH.603000,2018-06-05 14:02:17,10.04,10.01,False,11101138202.24,11101138202.24,,,,,,,,,,,100,76292682.864,0.069,1105691056,-1.831967296,145.507,4.076,0.01,人民网
994,SH.603123,2018-06-05 14:02:14,6.84,6.75,False,3585146478.48,3585146478.48,,,,,,,,,,,100,152525968.602,0.291,524144222,1.547032704,23.505,1.17,0.01,XD翠微股
996,SH.603002,2018-06-05 14:02:11,4.95,4.87,False,3019491040.5,3041337915.0,,,,,,,,,,,100,89089696.5,0.145,609998190,1.82,34.137,2.719,0.01,宏昌电子
998,SH.603128,2018-06-05 14:02:17,7.2,7.14,False,6826905381.6,7238989101.6,,,,,,,,,,,100,292575809.523,0.291,948181303,-0.504967296,24.742,1.899,0.01,华贸物流
999,SH.601965,2018-06-05 14:02:17,8.65,8.54,False,8314205849.55,8391644974.55,,,,,,,,,,,100,388052946.8,0.4,961179867,0.232032704,21.625,1.91,0.01,中国汽研
1000,SH.601339,2018-06-05 14:02:11,5.31,5.41,False,7964999999.999999,7964999999.999999,,,,,,,,,,,100,462000000.0,0.308,1500000000,0.546032704,17.24,1.096,0.01,百隆东方
1002,SH.603008,2018-06-05 14:02:20,23.19,23.1,False,7304850000.0,9156752080.53,,,,,,,,,,,100,293774193.528,0.744,315000000,-1.597934592,31.169,3.316,0.01,喜临门
1005,SH.603766,2018-06-05 14:02:20,5.8,5.82,False,12143411570.0,12255848630.0,,,,,,,,,,,100,944545575.45,0.447,2093691650,-1.060967296,12.975,1.793,0.01,隆鑫通用
1006,SH.603003,2018-06-05 14:02:20,10.04,10.06,False,4428790553.879999,4428790553.879999,,,,,,,,,,,100,59991585.192,0.136,441114597,0.627065408,73.823,1.089,0.01,龙宇燃油
1007,SH.603399,2018-06-05 14:02:20,19.11,19.23,False,9540679902.39,10448404902.39,,,,,,,,,,,100,260253308.924,0.476,499250649,-0.320967296,40.147,4.808,0.01,吉翔股份
1008,SH.603167,2018-06-05 14:02:20,11.02,11.08,False,5305028000.0,5435416640.0,,,,,,,,,,,100,368444304.0,0.747,481400000,-1.528934592,14.752,1.56,0.01,渤海轮渡
1011,SH.601717,2018-06-05 14:02:20,6.11,6.11,False,9061896310.09,10585400070.7,,,,,,,,,,,100,363818987.7,0.21,1483125419,2.023032704,29.095,0.967,0.01,郑煤机
1016,SH.603699,2018-06-05 14:02:14,20.2,19.96,False,15150000000.0,15150000000.0,,,,,,,,,,,100,199500000.0,0.266,750000000,-0.834967296,75.939,5.838,0.01,纽威股份
1017,SH.603308,2018-06-05 14:02:11,14.93,14.37,False,5972149300.0,6475952311.13,,,,,,,,,,,100,61593116.422,0.142,400010000,-1.995934592,105.14,2.264,0.01,应流股份
1018,SH.603555,2018-06-05 14:02:20,25.19,24.09,False,15834487982.17,15834487982.17,,,,,,,,,,,100,159036342.179,0.253,628602143,-0.458967296,99.565,6.566,0.01,贵人鸟
1020,SH.603005,2018-06-05 14:02:20,27.44,26.99,False,4710039751.76,6385478845.200001,,,,,,,,,,,100,82843675.98,0.356,171648679,-0.827934592,77.078,3.535,0.01,晶方科技
1023,SH.603006,2018-06-05 14:02:14,13.32,13.11,False,943903152.0,2562229685.52,,,,,,,,,,,100,111183840.708,0.578,70863600,0.654032704,23.044,2.691,0.01,联明股份
1024,SH.603328,2018-06-05 14:02:20,11.13,11.21,False,10984814024.94,11105968972.140001,,,,,,,,,,,100,519875097.438,0.521,986955438,0.438032704,21.362,2.351,0.01,依顿电子
1025,SH.603168,2018-06-05 14:02:20,14.25,14.04,False,3259331250.0,3536110083.0,,,,,,,,,,,100,137225886.028,0.553,228725000,-1.746934592,25.768,2.082,0.01,莎普爱思
1027,SH.603009,2018-06-05 14:02:20,11.35,11.53,False,3639549055.25,4075951311.5499997,,,,,,,,,,,100,77209650.395,0.215,320665115,0.374032704,52.79,2.43,0.01,北特科技
1029,SH.603126,2018-06-05 14:02:20,7.81,7.75,False,4768005000.0,4768005000.0,,,,,,,,,,,100,125763000.0,0.206,610500000,-1.688967296,37.912,2.996,0.01,中材节能
1030,SH.603111,2018-06-05 14:02:20,10.56,10.52,False,7797327120.0,10488989111.04,,,,,,,,,,,100,337713664.56,0.34,738383250,0.812032704,31.058,2.067,0.01,康尼机电
1031,SH.603100,2018-06-05 14:02:05,9.54,9.44,False,2467283892.8399997,3768299999.9999995,,,,,,,,,,,100,161950000.0,0.41,258625146,0.821032704,23.268,1.864,0.01,川仪股份
1032,SH.603609,2018-06-05 14:02:20,9.94,9.88,False,8261894101.86,8261894101.86,,,,,,,,,,,100,492056469.648,0.592,831176469,-0.103967296,16.79,2.371,0.01,禾丰牧业
1033,SH.603099,2018-06-05 14:02:20,14.14,13.48,False,3770713800.0,3770713800.0,,,,,,,,,,,100,66934170.0,0.251,266670000,-0.846967296,56.334,4.1,0.01,长白山
1034,SH.601579,2018-06-05 14:02:20,11.7,11.58,False,4680000000.0,5819112000.0,,,,,,,,,,,100,185515280.0,0.373,400000000,1.967032704,31.367,1.868,0.01,会稽山
1035,SH.603806,2018-06-05 14:02:20,24.38,24.95,False,12740988000.0,12740988000.0,,,,,,,,,,,100,586357200.0,1.122,522600000,1.225065408,21.729,2.483,0.01,福斯特
1037,SH.603306,2018-06-05 14:02:20,18.12,18.0,False,5011067880.0,5563197072.72,,,,,,,,,,,100,284607267.462,0.927,276549000,-1.346934592,19.546,2.501,0.01,华懋科技
1038,SH.601016,2018-06-05 14:02:20,3.26,3.28,False,13547125600.0,13547125600.0,,,,,,,,,,,100,494511640.0,0.119,4155560000,1.648,27.394,1.978,0.01,节能风电
1039,SH.600917,2018-06-05 14:02:20,7.83,7.82,False,12183480000.0,12183480000.0,,,,,,,,,,,100,374996000.0,0.241,1556000000,-1.789967296,32.489,3.125,0.01,重庆燃气
1041,SH.603010,2018-06-05 14:02:05,25.71,24.74,False,5656200000.0,6540417857.22,,,,,,,,,,,100,59018939.824,0.232,220000000,0.045032704,110.818,5.923,0.01,万盛股份
1043,SH.603018,2018-06-05 14:02:20,15.68,15.5,False,4826931200.0,4920606154.24,,,,,,,,,,,100,306910256.304,0.978,307840000,-1.561934592,16.032,2.231,0.01,中设集团
1044,SH.603606,2018-06-05 14:02:02,7.83,7.78,False,3287108385.0,3939721846.92,,,,,,,,,,,100,62894665.5,0.125,419809500,-1.111967296,62.64,2.459,0.01,东方电缆
1045,SH.603688,2018-06-05 14:02:20,15.12,14.25,False,5085690624.0,5100550560.0,,,,,,,,,,,100,117056286.0,0.347,336355200,-0.381967296,43.573,3.864,0.01,石英股份
1046,SH.603988,2018-06-05 14:02:17,16.3,15.84,False,2738400000.0,2738400000.0,,,,,,,,,,,100,30408000.0,0.181,168000000,-0.284967296,90.055,4.064,0.01,中电电机
1047,SH.601015,2018-06-05 14:02:14,7.55,7.64,False,7021500000.0,9465315785.5,,,,,,,,,,,100,294615789.35,0.235,930000000,0.069032704,32.127,1.73,0.01,陕西黑猫
1049,SH.603011,2018-06-05 14:02:17,7.18,7.11,False,2959933775.92,3203707340.92,,,,,,,,,,,100,45512276.988,0.102,412247044,-0.462967296,70.392,1.873,0.01,合锻智能
1050,SH.603088,2018-06-05 14:02:20,22.82,22.39,False,1825600000.0,1825600000.0,,,,,,,,,,,100,33200000.0,0.415,80000000,1.965032704,54.987,3.645,0.01,宁波精达
1051,SH.603166,2018-06-05 14:02:20,7.43,7.32,False,4398699015.3,4441050015.3,,,,,,,,,,,100,139866178.14,0.234,592018710,-0.697967296,31.752,2.065,0.01,福达股份
1052,SH.603518,2018-06-05 14:02:20,23.18,22.51,False,3430176400.0,4185241557.74,,,,,,,,,,,100,225331383.264,1.248,147980000,-0.628901888,18.573,1.891,0.01,维格娜丝
1053,SH.603368,2018-06-05 14:02:20,34.71,34.62,False,7106872500.0,8992439137.11,,,,,,,,,,,100,430839132.383,1.663,204750000,1.030098112,20.871,2.494,0.01,柳州医药
1054,SH.603998,2018-06-05 14:02:17,10.55,10.29,False,4485825396.0,4546379758.5,,,,,,,,,,,100,65071406.97,0.151,425196720,-1.955967296,69.867,4.51,0.01,方盛制药
1056,SH.601226,2018-06-05 14:02:05,4.7,4.67,False,5428500000.0,5428500000.0,,,,,,,,,,,100,58905000.0,0.051,1155000000,-1.281967296,92.156,1.559,0.01,华电重工
1057,SH.603588,2018-06-05 14:02:17,11.03,10.92,False,7217778817.379999,7303966222.62,,,,,,,,,,,100,219847396.728,0.332,654377046,-0.942967296,33.222,3.29,0.01,高能环境
1059,SH.603017,2018-06-05 14:02:20,12.13,12.08,False,3314870970.6400003,3339264400.6400003,,,,,,,,,,,100,153061088.768,0.556,273278728,1.984032704,21.816,1.931,0.01,中衡设计
1060,SH.603889,2018-06-05 14:02:11,12.68,12.61,False,4096375440.0,4991495542.24,,,,,,,,,,,100,205879508.564,0.523,323058000,1.451032704,24.244,2.206,0.01,新澳股份
1061,SH.603788,2018-06-05 14:02:11,39.05,39.8,False,5480706550.0,6417984610.95,,,,,,,,,,,100,254747148.45,1.55,140351000,-1.148901888,25.193,3.327,0.01,宁波高发
1064,SH.603601,2018-06-05 14:02:20,9.75,9.78,False,5270964699.0,5270964699.0,,,,,,,,,,,100,128124988.068,0.237,540611764,-2.019967296,41.139,4.285,0.01,再升科技
1065,SH.603600,2018-06-05 14:02:14,10.42,10.41,False,2605000000.0,3157726711.8,,,,,,,,,,,100,101520004.65,0.335,250000000,-1.556967296,31.104,3.805,0.01,永艺股份
1066,SH.603678,2018-06-05 14:02:20,25.39,25.3,False,11460435370.5,11493188470.5,,,,,,,,,,,100,255303595.8,0.564,451375950,1.399032704,45.017,4.459,0.01,火炬电子
1067,SH.603686,2018-06-05 14:02:20,23.27,23.0,False,6282341520.0,6957845302.849999,,,,,,,,,,,100,272692518.96,0.912,269976000,-1.176934592,25.515,3.139,0.01,龙马环卫
1068,SH.603558,2018-06-05 14:02:17,9.19,9.15,False,2757000000.0,3826314847.31,,,,,,,,,,,100,142393871.358,0.342,300000000,-1.861934592,26.871,1.365,0.01,健盛集团
1070,SH.603611,2018-06-05 14:02:20,16.6,16.54,False,3718400000.0000005,4448194996.400001,,,,,,,,,,,100,164529622.156,0.614,224000000,1.774032704,27.035,2.735,0.01,诺力股份
1071,SH.603698,2018-06-05 14:02:02,17.02,16.83,False,7017346000.0,7017346000.0,,,,,,,,,,,100,205737700.0,0.499,412300000,1.858032704,34.108,2.766,0.01,航天工程
1073,SH.603222,2018-06-05 14:02:20,9.04,8.98,False,2892799999.9999995,2892799999.9999995,,,,,,,,,,,100,55360000.0,0.173,320000000,-1.780967296,52.254,3.595,0.01,济民制药
1074,SH.603618,2018-06-05 14:02:20,7.13,7.07,False,4897446614.04,4897446614.04,,,,,,,,,,,100,116082535.452,0.169,686878908,-1.227967296,42.189,2.324,0.01,杭电股份
1075,SH.603898,2018-06-05 14:02:17,31.17,31.18,False,2774254680.0,9985411924.62,,,,,,,,,,,100,357834620.462,1.117,89004000,-2.029934592,27.905,4.751,0.01,好莱客
1079,SH.603828,2018-06-05 14:02:14,8.97,8.9,False,2906280000.0,2962135068.75,,,,,,,,,,,100,66045375.0,0.2,324000000,-0.971967296,44.85,2.699,0.01,柯利达
1080,SH.603969,2018-06-05 14:02:20,7.84,7.82,False,4547200000.0,4547200000.0,,,,,,,,,,,100,90480000.0,0.156,580000000,-1.477967296,50.256,2.783,0.01,银龙股份
1081,SH.603309,2018-06-05 14:02:14,16.1,16.03,False,3220000000.0000005,3220000000.0000005,,,,,,,,,,,100,55800000.0,0.279,200000000,0.196032704,57.706,3.584,0.01,维力医疗
1083,SH.603015,2018-06-05 14:02:14,7.73,7.6,False,3093546000.0,3147656000.0,,,,,,,,,,,100,84290400.0,0.207,400200000,-1.285967296,37.342,2.568,0.01,XD弘讯科
1084,SH.601689,2018-06-05 14:02:20,19.53,19.38,False,4778134257.96,14209593613.740002,,,,,,,,,,,100,764684223.658,1.051,244656132,0.575065408,18.582,2.13,0.01,拓普集团
1085,SH.603268,2018-06-05 14:02:20,18.1,18.07,False,2229920000.0,2264990560.0,,,,,,,,,,,100,50680728.0,0.405,123200000,0.477032704,44.691,3.792,0.01,松发股份
